iter	Logloss
241	0.05259499707
242	0.05235738523
243	0.05191160636
244	0.05169384655
245	0.05133809659
246	0.05076361326
247	0.05049310399
248	0.05019293195
249	0.04993101948
250	0.04964402391
251	0.0493516796
252	0.04883369312
253	0.04861005567
254	0.0482472922
255	0.04802211291
256	0.04761343216
257	0.047292514
258	0.04702180988
259	0.0468421617
260	0.0463788386
261	0.04602647991
262	0.04571481265
263	0.04558653176
264	0.04538632782
265	0.04523511723
266	0.04507050828
267	0.04459995245
268	0.04447851338
269	0.04424537115
270	0.04405329832
271	0.0437787262
272	0.04358166642
273	0.04338153345
274	0.04314354289
275	0.04299107794
276	0.04265554006
277	0.04238119957
278	0.04216200066
279	0.04193758714
280	0.0417901742
281	0.0416205946
282	0.04147142956
283	0.04128170311
284	0.04113532762
285	0.04081706498
286	0.04060431439
287	0.04047444974
288	0.04035261972
289	0.04022841964
290	0.03990456325
291	0.03965329283
292	0.03946093708
293	0.03933599775
294	0.03918504606
295	0.03899262647
296	0.03881594833
297	0.03866541564
298	0.03834510771
299	0.03818599992
300	0.0380846828
301	0.03798396993
302	0.03768167089
303	0.03754482889
304	0.03738759274
305	0.03715015432
306	0.0369858029
307	0.03677682845
308	0.03648006219
309	0.03626597385
310	0.03615294204
311	0.03597636183
312	0.0358501785
313	0.03574799475
314	0.03557355692
315	0.03537383199
316	0.03513220335
317	0.03495707932
318	0.03483162321
319	0.03473475086
320	0.03464790625
321	0.03449390959
322	0.03422156774
323	0.03410947318
324	0.03390216021
325	0.03380845381
326	0.03363653234
327	0.03339491299
328	0.03321659083
329	0.03301028191
330	0.032863375
331	0.03274287177
332	0.03267469925
333	0.03253809377
334	0.03239399578
335	0.03220160169
336	0.03205963179
337	0.03178911055
338	0.0316548705
339	0.03150547159
340	0.03138957802
341	0.03127238764
342	0.0311237864
343	0.03106487159
344	0.03098641362
345	0.03088461903
346	0.03078949842
347	0.03071087101
348	0.0306247259
349	0.03053415821
350	0.0304549247
351	0.03024168247
352	0.03006526265
353	0.02997391081
354	0.02984705995
355	0.02972171999
356	0.02962567746
357	0.02950612359
358	0.0292610733
359	0.02918718776
360	0.02905568569
361	0.02896769219
362	0.02889726775
363	0.02880002997
364	0.02865342558
365	0.02848873478
366	0.02836379888
367	0.02823084872
368	0.02809807319
369	0.02796979626
370	0.02772495012
371	0.02764623451
372	0.0275714062
373	0.02747891746
374	0.02734889083
375	0.02717251217
376	0.0270130821
377	0.02691944412
378	0.02685561145
379	0.02676522656
380	0.02662927813
381	0.02652572865
382	0.02644217281
383	0.02632100409
384	0.0261950606
385	0.02611009551
386	0.02605203981
387	0.02596830357
388	0.02584924191
389	0.02574145386
390	0.02557647461
391	0.02545011056
392	0.02535273567
393	0.02523847204
394	0.02513097667
395	0.02505719492
396	0.02501077628
397	0.02495237236
398	0.02486101232
399	0.02479828761
400	0.02471330398
401	0.02465133949
402	0.02462124525
403	0.02450310094
404	0.02444904841
405	0.02437921716
406	0.02429391865
407	0.02419880626
408	0.02414214669
409	0.02402432469
410	0.02388690393
411	0.02381675472
412	0.02371178441
413	0.02361446061
414	0.02353215273
415	0.02347056995
416	0.02340462314
417	0.0232430205
418	0.02315942129
419	0.02314054811
420	0.0230423455
421	0.02298737622
422	0.02292380583
423	0.02285760295
424	0.02279513244
425	0.02275585452
426	0.02270414943
427	0.02264740984
428	0.02256192659
429	0.02249795297
430	0.02247287313
431	0.02242059715
432	0.02229643394
433	0.02212173454
434	0.02200593585
435	0.02190573843
436	0.02184655094
437	0.02176378974
438	0.02162454089
439	0.02154159052
440	0.02148268302
441	0.02140356318
442	0.02129295332
443	0.02117512086
444	0.02112518755
445	0.02107146059
446	0.02100249959
447	0.02095028902
448	0.02085074055
449	0.02080141684
450	0.02071435087
451	0.0206610592
452	0.02056623803
453	0.02051624673
454	0.02045704635
455	0.02042299171
456	0.02034219187
457	0.02028183306
458	0.0201542359
459	0.02008286885
460	0.02003230447
461	0.01997740348
462	0.01993656788
463	0.01988239882
464	0.0198195799
465	0.01977307801
466	0.01970478927
467	0.01965262859
468	0.01956835594
469	0.01952646617
470	0.01947754637
471	0.01939895638
472	0.0193199429
473	0.01922901564
474	0.01917304568
475	0.01913530656
476	0.01902965616
477	0.01895205618
478	0.01889163482
479	0.01883280093
480	0.01881936469
481	0.01878433219
482	0.01872298632
483	0.01862515111
484	0.01856360073
485	0.0185607439
486	0.0185133212
487	0.01850466722
488	0.01848525526
489	0.01843645989
490	0.01841060496
491	0.01835289912
492	0.01828175473
493	0.01823137605
494	0.0181948238
495	0.01814602601
496	0.01809698622
497	0.0180698737
498	0.01804912973
499	0.01798202357
